id,start_time,lng,lat,is_urgent,engagement_time,frcs_demand
0,7,103.8646542,1.380558126,0,48,1
1,7,103.8912432,1.354283147,0,45,1
2,14,103.8526146,1.370277312,0,80,1
3,20,103.8885208,1.380313671,0,66,1
4,22,103.8824497,1.369974138,0,12,1
5,23,103.8386093,1.458863502,0,11,1
6,23,103.8172268,1.412263573,1,135,1
7,32,103.8507964,1.405710235,0,22,1
8,39,103.9065236,1.390529012,0,40,1
9,50,103.9003476,1.369792085,0,30,1
10,52,103.8975224,1.385421702,1,75,1
11,65,103.8473961,1.443161719,0,28,1
12,66,103.834815,1.380863417,0,23,1
13,66,103.8347104,1.370459068,0,77,1
14,73,103.8677963,1.396130289,1,79,1
15,89,103.83535,1.432885025,0,61,1
16,89,103.8502163,1.427525091,0,42,1
17,102,103.9155245,1.395635599,0,51,1
18,114,103.8207025,1.459056894,0,56,1
19,148,103.8854852,1.375144022,0,42,1
20,152,103.8606403,1.436494178,0,33,1
21,156,103.9004525,1.380191368,0,25,1
22,170,103.9117441,1.411119076,0,27,1
23,176,103.879624,1.385605809,1,25,1
24,182,103.876276,1.349232518,1,32,1
25,193,103.8881062,1.338712798,0,103,1
26,199,103.8204823,1.438246025,1,123,1
27,226,103.8382799,1.427651324,0,29,1
28,232,103.8827665,1.401176108,0,16,2
29,233,103.8974171,1.375022193,1,23,1
30,238,103.8377468,1.375630844,0,41,1
31,264,103.8943819,1.369852782,0,50,1
32,284,103.8736573,1.385667154,0,92,1
33,295,103.8382799,1.427651324,0,48,1
34,297,103.8915565,1.385483084,0,85,1
35,310,103.9125953,1.400865711,1,80,2
36,316,103.8946988,1.401051987,0,24,1
37,321,103.8851743,1.343942677,0,82,1
38,354,103.8532547,1.432694985,1,14,2
39,365,103.8471781,1.422354962,0,113,1
40,447,103.8587924,1.391021708,0,96,1
41,458,103.879208,1.34400219,1,83,1
42,513,103.9117753,1.420279091,0,31,1
43,537,103.83535,1.432885025,0,196,1
44,563,103.8974171,1.375022193,0,72,1
45,573,103.8027934,1.459250168,0,22,1
46,602,103.8384987,1.448459452,1,16,1
47,638,103.8587924,1.391021708,0,29,1
48,641,103.8606403,1.436494178,0,21,1
49,645,103.8382799,1.427651324,1,67,2
50,672,103.8495787,1.36510601,0,24,1
51,685,103.8347104,1.370459068,1,67,1
52,690,103.9066301,1.400927816,0,106,1
53,700,103.8583751,1.349411659,1,148,1
54,702,103.8149838,1.468727447,1,23,1
55,726,103.8644455,1.359754023,1,120,1
56,729,103.8235216,1.443416867,1,56,1
57,735,103.9155245,1.395635599,0,81,1
58,746,103.8556507,1.375448378,0,114,1
59,754,103.8624465,1.433733921,0,15,1
60,760,103.8347104,1.370459068,0,92,1
61,778,103.8377468,1.375630844,0,29,1
62,783,103.8732414,1.344061692,0,175,2
63,788,103.8852771,1.354343134,1,63,1
64,801,103.8943819,1.369852782,0,157,1
65,812,103.83253,1.448523469,0,12,1
66,816,103.8382799,1.427651324,0,99,1
67,839,103.8913468,1.364683135,0,75,1
68,861,103.814733,1.459121332,0,77,1
69,883,103.8973126,1.364622675,0,43,1
70,885,103.8382799,1.427651324,1,14,1
71,912,103.8086529,1.448779407,1,32,1
72,924,103.834815,1.380863417,0,143,2
73,935,103.8794144,1.364804018,0,201,1
74,938,103.9117441,1.411119076,0,129,1
75,940,103.8112573,1.412325935,0,133,1
76,954,103.8703093,1.349292244,0,47,1
77,957,103.8293813,1.432948345,0,74,1
78,961,103.8532547,1.432694985,1,152,1
79,969,103.8384987,1.448459452,1,41,1
80,1018,103.805723,1.454014675,1,34,1
81,1030,103.8942778,1.359453029,0,48,1
82,1047,103.8407834,1.380802384,0,90,1
83,1050,103.8703093,1.349292244,0,28,1
84,1057,103.9003476,1.369792085,1,73,1
85,1058,103.8975224,1.385421702,0,125,1
86,1080,103.8853807,1.364743582,1,158,1
87,1085,103.8911403,1.343883151,0,64,1
88,1116,103.9066301,1.400927816,1,46,1
89,1134,103.83535,1.432885025,1,29,1
90,1140,103.8266717,1.458992443,0,42,1
91,1152,103.8414279,1.443225525,0,15,1
92,1153,103.8407834,1.380802384,1,60,1
93,1159,103.8854852,1.375144022,0,82,1
94,1166,103.903488,1.385360308,0,41,1
95,1167,103.87973,1.396006692,0,72,1
96,1169,103.8585822,1.370216701,0,72,1
97,1169,103.8914513,1.375083114,0,35,1
98,1193,103.8507964,1.405710235,0,26,1
99,1201,103.8351917,1.412387289,1,22,1
100,1207,103.8624465,1.433733921,1,67,1
101,1212,103.9004525,1.380191368,1,72,1
102,1213,103.8556507,1.375448378,0,71,1
103,1215,103.9006646,1.400989907,1,53,1
104,1216,103.8916625,1.395883044,0,35,1
105,1233,103.8386093,1.458863502,0,33,1
106,1246,103.8382799,1.427651324,0,42,1
107,1265,103.8377468,1.375630844,1,36,1
108,1266,103.9066301,1.400927816,0,22,1
109,1270,103.8644455,1.359754023,0,26,1
110,1274,103.8624465,1.433733921,1,50,1
111,1294,103.823196,1.412201197,1,26,1
112,1297,103.8766936,1.390837041,0,29,1
113,1307,103.8973126,1.364622675,0,266,1
114,1315,103.9002435,1.359392794,0,61,1
115,1316,103.8795188,1.375204918,1,28,1
116,1324,103.9004525,1.380191368,0,24,1
117,1332,103.8293813,1.432948345,0,54,1
118,1344,103.849683,1.375509212,1,55,1
119,1357,103.8971061,1.343823613,0,25,1
120,1370,103.9012184,1.418608564,0,37,1
121,1374,103.8827665,1.401176108,1,29,1
122,1375,103.8795188,1.375204918,0,19,1
123,1380,103.8643423,1.349351958,1,46,1
124,1382,103.8590991,1.432722684,0,23,1
125,1388,103.8734478,1.36486444,0,17,1
126,1389,103.9033827,1.37496126,0,12,1
127,1396,103.9117441,1.411119076,0,62,1
128,1396,103.8436108,1.365166371,1,19,1
129,1401,103.8565201,1.423645022,0,9,1
130,1409,103.8886264,1.390713866,0,13,1
131,1410,103.8347104,1.370459068,1,33,1
132,1412,103.834815,1.380863417,0,31,1
133,1416,103.8616181,1.375387532,0,31,1
134,1416,103.8382799,1.427651324,0,44,1
135,1419,103.8036425,1.468264828,1,26,1
136,1426,103.8318833,1.386096215,1,43,1
137,1436,103.8262343,1.417372507,0,19,1
