id,start_time,lng,lat,is_urgent,engagement_time,frcs_demand
0,6,103.8943819,1.369852782,0,36,1
1,24,103.7986882,1.350008009,0,47,1
2,27,103.8264514,1.438182494,0,29,1
3,36,103.8613075,1.344180659,1,8,1
4,42,103.9095594,1.395697479,0,25,1
5,43,103.8354594,1.443289319,1,17,1
6,48,103.9065236,1.390529012,0,36,1
7,52,103.8886264,1.390713866,0,17,1
8,53,103.8407834,1.380802384,0,14,1
9,60,103.8853807,1.364743582,0,81,1
10,62,103.8262343,1.417372507,0,77,1
11,64,103.8406787,1.370398495,0,67,1
12,67,103.8675853,1.375326673,0,31,1
13,80,103.8472146,1.401377827,0,9,1
14,90,103.8854852,1.375144022,0,52,1
15,103,103.8466468,1.37033791,0,25,1
16,107,103.8297118,1.46416258,0,15,1
17,110,103.8587924,1.391021708,0,17,1
18,111,103.8851743,1.343942677,0,53,1
19,119,103.8442482,1.427588214,0,26,1
20,120,103.8142958,1.417497718,0,30,1
21,121,103.8766936,1.390837041,0,56,1
22,123,103.8354594,1.443289319,0,29,1
23,166,103.9097739,1.416494608,0,35,1
24,167,103.8823457,1.359573463,1,29,1
25,172,103.8945924,1.390652261,1,61,1
26,195,103.8442482,1.427588214,0,24,1
27,207,103.7998877,1.46437147,0,22,1
28,230,103.8973126,1.364622675,0,20,1
29,239,103.8382799,1.427651324,1,23,1
30,258,103.8471781,1.422354962,0,90,1
31,285,103.8851743,1.343942677,0,53,1
32,312,103.9117441,1.411119076,1,31,1
33,374,103.9095594,1.395697479,0,70,1
34,454,103.8347104,1.370459068,0,49,1
35,456,103.8082189,1.407153918,1,75,1
36,485,103.8613075,1.344180659,0,24,1
37,510,103.8507964,1.405710235,0,24,1
38,553,103.9004525,1.380191368,1,60,2
39,574,103.8036425,1.468264828,0,36,1
40,581,103.8590991,1.432722684,0,80,1
41,594,103.9095594,1.395697479,0,98,1
42,611,103.8347104,1.370459068,0,31,2
43,612,103.8826601,1.39077546,0,55,1
44,612,103.8852771,1.354343134,1,36,1
45,618,103.8590991,1.432722684,1,35,1
46,619,103.8436108,1.365166371,0,92,1
47,634,103.8297118,1.46416258,0,31,1
48,664,103.8974171,1.375022193,0,65,1
49,675,103.8382799,1.427651324,0,166,1
50,683,103.8354594,1.443289319,1,11,1
51,691,103.9096663,1.406096048,1,59,1
52,721,103.8556507,1.375448378,0,246,1
53,782,103.8703093,1.349292244,0,175,1
54,782,103.903488,1.385360308,1,30,1
55,791,103.8297118,1.46416258,0,26,1
56,794,103.8414279,1.443225525,0,159,1
57,805,103.8347104,1.370459068,0,31,1
58,812,103.8412099,1.422417848,0,42,1
59,827,103.8854852,1.375144022,1,72,1
60,831,103.8851743,1.343942677,0,60,1
61,845,103.8471781,1.422354962,1,49,1
62,881,103.8382799,1.427651324,0,125,1
63,887,103.8421343,1.399957169,0,41,1
64,892,103.8823457,1.359573463,0,33,1
65,894,103.8825545,1.380374803,0,33,1
66,924,103.9117441,1.411119076,0,60,1
67,927,103.8406787,1.370398495,1,49,1
68,937,103.8438709,1.457803343,1,81,1
69,946,103.9037009,1.406158377,1,25,1
70,952,103.8677963,1.396130289,0,77,1
71,968,103.9124888,1.390467368,0,90,1
72,978,103.8347104,1.370459068,1,144,1
73,979,103.8732414,1.344061692,1,49,2
74,1003,103.83535,1.432885025,0,86,1
75,1016,103.8677963,1.396130289,1,8,1
76,1053,103.8442482,1.427588214,0,41,1
