id,start_time,lng,lat,is_urgent,engagement_time,frcs_demand
0,4,103.8293813,1.432948345,1,22,1
1,10,103.8171198,1.401857872,0,69,1
2,11,103.8973126,1.364622675,1,131,2
3,14,103.7994252,1.422857693,0,60,1
4,19,103.8266717,1.458992443,1,18,1
5,20,103.8382799,1.427651324,0,66,1
6,40,103.8138713,1.375873958,0,51,1
7,45,103.8583751,1.349411659,0,39,1
8,48,103.9004525,1.380191368,1,144,1
9,49,103.8764832,1.370034797,1,121,1
10,66,103.8852771,1.354343134,1,56,1
11,73,103.8824497,1.369974138,1,53,1
12,77,103.9151647,1.405558976,0,47,1
13,84,103.8347104,1.370459068,0,37,1
14,91,103.9037009,1.406158377,0,28,1
15,92,103.8235216,1.443416867,1,57,1
16,114,103.8412099,1.422417848,0,164,2
17,121,103.8347104,1.370459068,1,31,1
18,124,103.8851743,1.343942677,0,46,1
19,128,103.8854852,1.375144022,0,25,1
20,138,103.817607,1.464192838,0,9,1
21,143,103.9065236,1.390529012,0,36,1
22,149,103.9117441,1.411119076,0,69,1
23,167,103.8916625,1.395883044,1,58,1
24,168,103.8438709,1.457803343,1,102,1
25,172,103.8382799,1.427651324,1,23,1
26,185,103.8583751,1.349411659,1,194,3
27,201,103.834815,1.380863417,0,59,1
28,209,103.8794144,1.364804018,0,86,1
29,215,103.811365,1.422732087,0,53,1
30,219,103.8288464,1.380924438,0,9,1
31,255,103.8643423,1.349351958,1,24,1
32,286,103.8851743,1.343942677,0,85,1
33,306,103.8823457,1.359573463,0,16,1
34,317,103.8563434,1.437815658,1,105,1
35,329,103.8384987,1.448459452,1,58,1
36,329,103.9095594,1.395697479,0,161,1
37,330,103.9004525,1.380191368,0,81,1
38,370,103.8471781,1.422354962,1,64,2
39,392,103.8854852,1.375144022,1,38,1
40,393,103.8347104,1.370459068,0,35,1
41,423,103.8082189,1.407153918,1,29,1
42,423,103.8087633,1.459185757,0,25,1
43,480,103.8914513,1.375083114,0,69,2
44,480,103.9125953,1.400865711,1,62,1
45,490,103.8606403,1.436494178,1,75,1
46,500,103.8914513,1.375083114,1,73,1
47,507,103.811365,1.422732087,0,44,1
48,515,103.9117441,1.411119076,1,56,1
49,561,103.8407834,1.380802384,1,110,1
50,612,103.8973126,1.364622675,1,49,1
51,618,103.8116929,1.453950487,1,10,1
52,652,103.8382799,1.427651324,1,40,1
53,654,103.9065236,1.390529012,0,84,1
54,667,103.9125953,1.400865711,1,25,1
55,694,103.8824497,1.369974138,0,53,1
56,711,103.8555464,1.365045636,0,56,1
57,725,103.9125953,1.400865711,0,53,1
58,749,103.8854852,1.375144022,0,56,1
59,767,103.9033827,1.37496126,1,61,1
60,773,103.8475064,1.453565083,0,264,1
61,790,103.843715,1.375570034,1,186,1
62,796,103.8913468,1.364683135,1,77,2
63,805,103.83535,1.432885025,0,24,1
64,846,103.8677963,1.396130289,0,57,1
65,871,103.8914513,1.375083114,0,58,1
66,876,103.8555464,1.365045636,1,48,1
67,877,103.8475064,1.453565083,0,93,2
68,877,103.903488,1.385360308,1,33,1
69,878,103.8406787,1.370398495,1,62,1
70,886,103.9066301,1.400927816,0,47,1
71,900,103.8556507,1.375448378,0,33,1
72,913,103.817607,1.464192838,0,26,1
73,945,103.8407834,1.380802384,0,27,1
74,964,103.8036425,1.468264828,0,25,1
75,972,103.8294907,1.443353099,0,95,1
76,976,103.83535,1.432885025,0,46,1
77,988,103.9033827,1.37496126,1,55,1
78,1014,103.8824497,1.369974138,0,40,1
79,1043,103.9117753,1.420279091,0,22,1
80,1068,103.8555464,1.365045636,0,54,1
81,1075,103.8563434,1.437815658,1,90,1
82,1083,103.879624,1.385605809,0,63,1
83,1095,103.8297118,1.46416258,0,24,1
84,1096,103.8795188,1.375204918,0,144,1
85,1097,103.8351917,1.412387289,0,38,1
86,1100,103.8824497,1.369974138,1,42,1
87,1100,103.844296,1.448346259,0,22,1
88,1104,103.9007718,1.411389163,0,50,1
89,1118,103.83535,1.432885025,1,28,1
90,1125,103.8383889,1.438055393,0,28,1
91,1134,103.8466468,1.37033791,0,167,3
92,1136,103.9095594,1.395697479,0,70,1
93,1139,103.834815,1.380863417,1,24,1
94,1148,103.8584782,1.359814185,1,42,1
95,1148,103.8766936,1.390837041,0,39,1
96,1178,103.8145129,1.438309543,0,32,1
97,1186,103.9004525,1.380191368,0,16,1
98,1196,103.8733442,1.354463071,1,51,1
99,1200,103.8466468,1.37033791,0,99,1
100,1205,103.8645494,1.370156079,0,62,1
101,1207,103.8707268,1.390898609,0,36,1
102,1216,103.8583751,1.349411659,1,35,1
103,1231,103.820592,1.448651464,1,46,1
104,1233,103.8852771,1.354343134,0,37,1
105,1245,103.844296,1.448346259,1,123,1
106,1247,103.8411021,1.412013995,0,23,1
107,1255,103.8974171,1.375022193,0,18,1
108,1256,103.9065236,1.390529012,0,169,1
109,1263,103.8606403,1.436494178,1,22,3
110,1284,103.8885208,1.380313671,0,88,1
111,1286,103.8027934,1.459250168,0,23,1
112,1289,103.8495787,1.36510601,0,87,1
113,1289,103.8407834,1.380802384,1,107,1
114,1296,103.9096663,1.406096048,0,55,1
115,1305,103.83535,1.432885025,1,15,1
116,1313,103.8915565,1.385483084,1,48,1
117,1315,103.8347104,1.370459068,1,51,1
118,1321,103.8233037,1.42260643,1,25,1
119,1325,103.8976284,1.395821202,0,28,1
120,1332,103.8467977,1.412242614,0,22,1
121,1334,103.8735522,1.375265801,0,25,1
122,1337,103.8406787,1.370398495,0,31,1
123,1338,103.8383889,1.438055393,0,35,1
124,1341,103.8200513,1.396624176,0,72,1
125,1342,103.8585822,1.370216701,0,30,1
126,1343,103.843715,1.375570034,1,29,1
127,1344,103.8643423,1.349351958,0,37,1
128,1346,103.87973,1.396006692,1,37,1
129,1352,103.8824497,1.369974138,0,23,1
130,1357,103.9097739,1.416494608,1,37,1
131,1360,103.8851743,1.343942677,0,12,1
132,1364,103.9007718,1.411389163,0,9,1
133,1367,103.9096663,1.406096048,0,22,1
134,1370,103.8764832,1.370034797,0,24,1
135,1381,103.8382799,1.427651324,1,12,1
136,1388,103.8914513,1.375083114,0,61,1
137,1394,103.8415381,1.45362935,0,27,1
138,1403,103.8644455,1.359754023,0,59,1
139,1417,103.8236318,1.453822072,0,9,1
140,1418,103.8555464,1.365045636,1,43,1
141,1419,103.9004525,1.380191368,1,23,1
